,Date
3679,2021-01-07
3680,2021-01-07
3681,2021-01-07
3682,2021-01-07
3683,2021-01-07
3684,2021-01-07
3685,2021-01-07
3686,2021-01-07
3687,2021-01-07
3688,2021-01-07
3689,2021-01-07
3690,2021-01-07
3691,2021-01-07
3692,2021-01-07
3693,2021-01-07
3694,2021-01-07
3695,2021-01-07
3696,2021-01-07
3697,2021-01-07
3698,2021-01-07
3699,2021-01-07
3700,2021-01-07
3701,2021-01-07
3702,2021-01-07
3703,2021-01-07
3704,2021-01-07
3705,2021-01-07
3706,2021-01-07
3707,2021-01-07
3708,2021-01-07
3709,2021-01-07
3710,2021-01-07
3711,2021-01-07
3712,2021-01-07
3713,2021-01-07
3714,2021-01-07
3715,2021-01-07
3716,2021-01-07
3717,2021-01-07
3718,2021-01-07
3719,2021-01-07
3720,2021-01-07
3721,2021-01-07
3722,2021-01-07
3723,2021-01-07
3724,2021-01-07
3725,2021-01-07
3726,2021-01-07
3727,2021-01-07
3728,2021-01-07
3729,2021-01-07
3730,2021-01-07
3731,2021-01-07
3732,2021-01-07
3733,2021-01-07
3734,2021-01-07
3735,2021-01-07
3736,2021-01-07
3737,2021-01-07
3738,2021-01-07
3739,2021-01-07
3740,2021-01-07
3741,2021-01-07
3742,2021-01-07
3743,2021-01-07
3744,2021-01-07
3745,2021-01-07
3746,2021-01-07
3747,2021-01-07
3748,2021-01-07
3749,2021-01-07
3750,2021-01-07
3751,2021-01-07
3752,2021-01-07
3753,2021-01-07
3754,2021-01-07
3755,2021-01-07
3756,2021-01-07
3757,2021-01-07
3758,2021-01-07
3759,2021-01-07
3760,2021-01-07
3761,2021-01-07
3762,2021-01-07
3763,2021-01-07
3764,2021-01-07
3765,2021-01-07
3766,2021-01-07
3767,2021-01-07
3768,2021-01-07
3769,2021-01-07
3770,2021-01-07
3771,2021-01-07
3772,2021-01-07
3773,2021-01-07
3774,2021-01-07
3775,2021-01-07
3776,2021-01-07
3777,2021-01-07
3778,2021-01-07
3779,2021-01-07
3780,2021-01-07
3781,2021-01-07
3782,2021-01-07
3783,2021-01-07
3784,2021-01-07
3785,2021-01-07
3786,2021-01-07
3787,2021-01-07
3788,2021-01-07
3789,2021-01-07
3790,2021-01-07
3791,2021-01-07
3792,2021-01-07
3793,2021-01-07
3794,2021-01-07
3795,2021-01-07
3796,2021-01-07
3797,2021-01-07
3798,2021-01-07
3799,2021-01-07
3800,2021-01-07
3801,2021-01-07
3802,2021-01-07
3803,2021-01-07
3804,2021-01-07
3805,2021-01-07
3806,2021-01-07
3807,2021-01-07
3808,2021-01-07
3809,2021-01-07
3810,2021-01-07
3811,2021-01-07
3812,2021-01-07
3813,2021-01-07
3814,2021-01-07
3815,2021-01-07
3816,2021-01-07
3817,2021-01-07
3818,2021-01-07
3819,2021-01-07
3820,2021-01-07
3821,2021-01-07
3822,2021-01-07
3823,2021-01-07
3824,2021-01-07
3825,2021-01-07
3826,2021-01-07
3827,2021-01-07
3828,2021-01-07
3829,2021-01-07
3830,2021-01-07
3831,2021-01-07
3832,2021-01-07
3833,2021-01-07
3834,2021-01-07
3835,2021-01-07
3836,2021-01-07
3837,2021-01-07
3838,2021-01-07
3839,2021-01-07
3840,2021-01-07
3841,2021-01-07
3842,2021-01-07
3843,2021-01-07
3844,2021-01-07
3845,2021-01-07
3846,2021-01-07
3847,2021-01-07
3848,2021-01-07
3849,2021-01-07
3850,2021-01-07
3851,2021-01-07
3852,2021-01-07
3853,2021-01-07
3854,2021-01-07
3855,2021-01-07
3856,2021-01-07
3857,2021-01-07
3858,2021-01-07
3859,2021-01-07
3860,2021-01-07
3861,2021-01-07
3862,2021-01-06
3863,2021-01-06
3864,2021-01-06
3865,2021-01-06
3866,2021-01-06
3867,2021-01-06
3868,2021-01-05
3869,2021-01-06
3870,2021-01-06
3871,2021-01-06
3872,2021-01-06
3873,2021-01-06
3874,2021-01-06
3875,2021-01-06
3876,2021-01-06
3877,2021-01-06
3878,2021-01-06
3879,2021-01-06
3880,2021-01-06
3881,2021-01-06
3882,2021-01-06
3883,2021-01-06
3884,2021-01-06
3885,2021-01-06
3886,2021-01-06
3887,2021-01-06
3888,2021-01-06
3889,2021-01-06
3890,2021-01-06
3891,2021-01-06
3892,2021-01-06
3893,2021-01-06
3894,2021-01-06
3895,2021-01-06
3896,2021-01-06
3897,2021-01-06
3898,2021-01-06
3899,2021-01-06
3900,2021-01-06
3901,2021-01-06
3902,2021-01-06
3903,2021-01-06
3904,2021-01-06
3905,2021-01-06
3906,2021-01-06
3907,2021-01-06
3908,2021-01-06
3909,2021-01-06
3910,2021-01-06
3911,2021-01-06
3912,2021-01-06
3913,2021-01-06
3914,2021-01-06
3915,2021-01-06
3916,2021-01-06
3917,2021-01-06
3918,2021-01-06
3919,2021-01-06
3920,2021-01-06
3921,2021-01-06
3922,2021-01-06
3923,2021-01-06
3924,2021-01-06
3925,2021-01-06
3926,2021-01-06
3927,2021-01-06
3928,2021-01-06
3929,2021-01-06
3930,2021-01-06
3931,2021-01-06
3932,2021-01-06
3933,2021-01-06
3934,2021-01-06
3935,2021-01-06
3936,2021-01-06
3937,2021-01-06
3938,2021-01-06
3939,2021-01-06
3940,2021-01-06
3941,2021-01-06
3942,2021-01-06
3943,2021-01-06
3944,2021-01-06
3945,2021-01-06
3946,2021-01-06
3947,2021-01-06
3948,2021-01-06
3949,2021-01-06
3950,2021-01-06
3951,2021-01-06
3952,2021-01-06
3953,2021-01-06
3954,2021-01-06
3955,2021-01-06
3956,2021-01-06
3957,2021-01-06
3958,2021-01-06
3959,2021-01-06
3960,2021-01-06
3961,2021-01-06
3962,2021-01-06
3963,2021-01-06
3964,2021-01-06
3965,2021-01-06
3966,2021-01-06
3967,2021-01-06
3968,2021-01-06
3969,2021-01-06
3970,2021-01-06
3971,2021-01-06
3972,2021-01-06
3973,2021-01-06
3974,2021-01-06
3975,2021-01-06
3976,2021-01-06
3977,2021-01-06
3978,2021-01-06
3979,2021-01-06
3980,2021-01-06
3981,2021-01-06
3982,2021-01-06
3983,2021-01-06
3984,2021-01-06
3985,2021-01-06
3986,2021-01-06
3987,2021-01-06
3988,2021-01-06
3989,2021-01-06
3990,2021-01-06
3991,2021-01-06
3992,2021-01-06
3993,2021-01-06
3994,2021-01-06
3995,2021-01-06
3996,2021-01-06
3997,2021-01-06
3998,2021-01-06
3999,2021-01-06
4000,2021-01-06
4001,2021-01-06
4002,2021-01-06
4003,2021-01-06
4004,2021-01-06
4005,2021-01-06
4006,2021-01-06
4007,2021-01-06
4008,2021-01-06
4009,2021-01-06
4010,2021-01-06
4011,2021-01-06
4012,2021-01-06
4013,2021-01-06
4014,2021-01-06
4015,2021-01-06
4016,2021-01-06
4017,2021-01-06
4018,2021-01-06
4019,2021-01-06
4020,2021-01-06
4021,2021-01-06
4022,2021-01-06
4023,2021-01-06
4024,2021-01-06
4025,2021-01-06
4026,2021-01-06
4027,2021-01-06
4028,2021-01-06
4029,2021-01-06
4030,2021-01-06
4031,2021-01-06
4032,2021-01-06
4033,2021-01-06
4034,2021-01-06
4035,2021-01-06
4036,2021-01-06
4037,2021-01-06
4038,2021-01-06
4039,2021-01-06
4040,2021-01-06
4041,2021-01-06
4042,2021-01-06
4043,2021-01-06
4044,2021-01-06
4045,2021-01-06
4046,2021-01-06
4047,2021-01-06
4048,2021-01-06
4049,2021-01-06
4050,2021-01-06
4051,2021-01-06
4052,2021-01-06
4053,2021-01-06
4054,2021-01-06
4055,2021-01-06
4056,2021-01-06
4057,2021-01-06
4058,2021-01-06
4059,2021-01-06
4060,2021-01-06
4061,2021-01-06
4062,2021-01-06
4063,2021-01-06
4064,2021-01-06
4065,2021-01-06
4066,2021-01-06
4067,2021-01-06
4068,2021-01-06
4069,2021-01-06
4070,2021-01-06
4071,2021-01-06
4072,2021-01-06
4073,2021-01-06
4074,2021-01-06
4075,2021-01-06
4076,2021-01-06
4077,2021-01-06
4078,2021-01-06
4079,2021-01-06
4080,2021-01-06
4081,2021-01-06
4082,2021-01-06
4083,2021-01-06
4084,2021-01-06
4085,2021-01-06
4086,2021-01-06
4087,2021-01-06
4088,2021-01-06
4089,2021-01-06
4090,2021-01-06
4091,2021-01-06
4092,2021-01-06
4093,2021-01-06
4094,2021-01-06
4095,2021-01-06
4096,2021-01-06
4097,2021-01-06
4098,2021-01-06
4099,2021-01-06
4100,2021-01-06
4101,2021-01-06
4102,2021-01-06
4103,2021-01-06
4104,2021-01-06
4105,2021-01-06
4106,2021-01-06
4107,2021-01-06
4108,2021-01-06
4109,2021-01-06
4110,2021-01-06
4111,2021-01-06
4112,2021-01-06
4113,2021-01-06
4114,2021-01-06
4115,2021-01-06
4116,2021-01-06
4117,2021-01-06
4118,2021-01-06
4119,2021-01-06
4120,2021-01-06
4121,2021-01-06
4122,2021-01-06
4123,2021-01-06
4124,2021-01-06
4125,2021-01-06
4126,2021-01-06
4127,2021-01-06
4128,2021-01-06
4129,2021-01-06
4130,2021-01-06
4131,2021-01-06
4132,2021-01-06
4133,2021-01-06
4134,2021-01-06
4135,2021-01-06
4136,2021-01-06
4137,2021-01-06
4138,2021-01-06
4139,2021-01-06
4140,2021-01-06
4141,2021-01-06
4142,2021-01-06
4143,2021-01-06
4144,2021-01-06
4145,2021-01-06
4146,2021-01-06
4147,2021-01-06
4148,2021-01-06
4149,2021-01-06
4150,2021-01-06
4151,2021-01-06
4152,2021-01-06
4153,2021-01-06
4154,2021-01-06
4155,2021-01-06
4156,2021-01-06
4157,2021-01-06
4158,2021-01-06
4159,2021-01-05
4160,2021-01-05
4161,2021-01-05
4162,2021-01-05
4163,2021-01-05
4164,2021-01-05
4165,2021-01-05
4166,2021-01-05
4167,2021-01-05
4168,2021-01-05
4169,2021-01-05
4170,2021-01-05
4171,2021-01-05
4172,2021-01-05
4173,2021-01-05
4174,2021-01-05
4175,2021-01-05
4176,2021-01-05
4177,2021-01-05
4178,2021-01-05
4179,2021-01-05
4180,2021-01-05
4181,2021-01-05
4182,2021-01-05
4183,2021-01-05
4184,2021-01-04
4185,2021-01-01
4186,2021-01-04
4187,2021-01-04
4188,2021-01-05
4189,2021-01-05
4190,2021-01-05
4191,2021-01-05
4192,2021-01-05
4193,2021-01-05
4194,2021-01-05
4195,2021-01-05
4196,2021-01-05
4197,2021-01-05
4198,2021-01-05
4199,2021-01-05
4200,2021-01-05
4201,2021-01-05
4202,2021-01-05
4203,2021-01-05
4204,2021-01-05
4205,2021-01-05
4206,2021-01-05
4207,2021-01-05
4208,2021-01-05
4209,2021-01-05
4210,2021-01-05
4211,2021-01-05
4212,2021-01-05
4213,2021-01-05
4214,2021-01-05
4215,2021-01-05
4216,2021-01-05
4217,2021-01-05
4218,2021-01-05
4219,2021-01-05
4220,2021-01-05
4221,2021-01-05
4222,2021-01-05
4223,2021-01-05
4224,2021-01-05
4225,2021-01-05
4226,2021-01-05
4227,2021-01-05
4228,2021-01-05
4229,2021-01-05
4230,2021-01-05
4231,2021-01-05
4232,2021-01-05
4233,2021-01-05
4234,2021-01-05
4235,2021-01-05
4236,2021-01-05
4237,2021-01-05
4238,2021-01-05
4239,2021-01-05
4240,2021-01-05
4241,2021-01-05
4242,2021-01-05
4243,2021-01-05
4244,2021-01-05
4245,2021-01-05
4246,2021-01-05
4247,2021-01-05
4248,2021-01-05
4249,2021-01-05
4250,2021-01-05
4251,2021-01-05
4252,2021-01-05
4253,2021-01-05
4254,2021-01-05
4255,2021-01-05
4256,2021-01-05
4257,2021-01-05
4258,2021-01-05
4259,2021-01-05
4260,2021-01-05
4261,2021-01-05
4262,2021-01-05
4263,2021-01-05
4264,2021-01-05
4265,2021-01-05
4266,2021-01-05
4267,2021-01-05
4268,2021-01-05
4269,2021-01-05
4270,2021-01-05
4271,2021-01-05
4272,2021-01-05
4273,2021-01-05
4274,2021-01-05
4275,2021-01-05
4276,2021-01-05
4277,2021-01-05
4278,2021-01-05
4279,2021-01-05
4280,2021-01-05
4281,2021-01-05
4282,2021-01-05
4283,2021-01-05
4284,2021-01-05
4285,2021-01-05
4286,2021-01-05
4287,2021-01-05
4288,2021-01-05
4289,2021-01-05
4290,2021-01-05
4291,2021-01-05
4292,2021-01-05
4293,2021-01-05
4294,2021-01-05
4295,2021-01-05
4296,2021-01-05
4297,2021-01-05
4298,2021-01-05
4299,2021-01-05
4300,2021-01-05
4301,2021-01-05
4302,2021-01-05
4303,2021-01-05
4304,2021-01-05
4305,2021-01-05
4306,2021-01-05
4307,2021-01-05
4308,2021-01-05
4309,2021-01-05
4310,2021-01-05
4311,2021-01-05
4312,2021-01-05
4313,2021-01-05
4314,2021-01-05
4315,2021-01-05
4316,2021-01-05
4317,2021-01-05
4318,2021-01-05
4319,2021-01-05
4320,2021-01-05
4321,2021-01-05
4322,2021-01-05
4323,2021-01-05
4324,2021-01-05
4325,2021-01-05
4326,2021-01-05
4327,2021-01-05
4328,2021-01-05
4329,2021-01-05
4330,2021-01-05
4331,2021-01-05
4332,2021-01-05
4333,2021-01-05
4334,2021-01-05
4335,2021-01-05
4336,2021-01-05
4337,2021-01-05
4338,2021-01-05
4339,2021-01-05
4340,2021-01-05
4341,2021-01-05
4342,2021-01-05
4343,2021-01-05
4344,2021-01-05
4345,2021-01-05
4346,2021-01-05
4347,2021-01-05
4348,2021-01-05
4349,2021-01-05
4350,2021-01-05
4351,2021-01-05
4352,2021-01-05
4353,2021-01-05
4354,2021-01-05
4355,2021-01-05
4356,2021-01-05
4357,2021-01-05
4358,2021-01-05
4359,2021-01-05
4360,2021-01-05
4361,2021-01-05
4362,2021-01-05
4363,2021-01-05
4364,2021-01-05
4365,2021-01-05
4366,2021-01-05
4367,2021-01-05
4368,2021-01-05
4369,2021-01-05
4370,2021-01-05
4371,2021-01-05
4372,2021-01-05
4373,2021-01-05
4374,2021-01-05
4375,2021-01-05
4376,2021-01-05
4377,2021-01-05
4378,2021-01-05
4379,2021-01-05
4380,2021-01-05
4381,2021-01-05
4382,2021-01-05
4383,2021-01-05
4384,2021-01-05
4385,2021-01-05
4386,2021-01-05
4387,2021-01-05
4388,2021-01-05
4389,2021-01-05
4390,2021-01-05
4391,2021-01-05
4392,2021-01-05
4393,2021-01-05
4394,2021-01-05
4395,2021-01-05
4396,2021-01-05
4397,2021-01-05
4398,2021-01-05
4399,2021-01-05
4400,2021-01-05
4401,2021-01-05
4402,2021-01-05
4403,2021-01-05
4404,2021-01-05
4405,2021-01-05
4406,2021-01-05
4407,2021-01-05
4408,2021-01-05
4409,2021-01-05
4410,2021-01-05
4411,2021-01-05
4412,2021-01-05
4413,2021-01-05
4414,2021-01-05
4415,2021-01-05
4416,2021-01-05
4417,2021-01-05
4418,2021-01-05
4419,2021-01-05
4420,2021-01-05
4421,2021-01-05
4422,2021-01-02
4423,2020-12-23
4424,2021-01-03
4425,2021-01-04
4426,2021-01-03
4427,2021-01-04
4428,2020-12-30
4429,2021-01-04
4430,2021-01-04
4431,2020-12-24
4432,2020-12-30
4433,2021-01-04
4434,2021-01-04
4435,2021-01-04
4436,2021-01-04
4437,2021-01-04
4438,2021-01-04
4439,2021-01-04
4440,2021-01-04
4441,2021-01-04
4442,2021-01-04
4443,2021-01-04
4444,2021-01-04
4445,2021-01-04
4446,2021-01-04
4447,2021-01-04
4448,2021-01-04
4449,2021-01-04
4450,2021-01-04
4451,2021-01-04
4452,2021-01-04
4453,2021-01-04
4454,2021-01-04
4455,2021-01-04
4456,2021-01-04
4457,2021-01-04
4458,2021-01-04
4459,2021-01-04
4460,2021-01-04
4461,2021-01-04
4462,2021-01-04
4463,2021-01-04
4464,2021-01-04
4465,2021-01-04
4466,2021-01-04
4467,2021-01-04
4468,2021-01-04
4469,2021-01-04
4470,2021-01-04
4471,2021-01-04
4472,2021-01-04
4473,2021-01-04
4474,2021-01-04
4475,2021-01-04
4476,2021-01-04
4477,2021-01-04
4478,2021-01-04
4479,2021-01-04
4480,2021-01-04
4481,2021-01-04
4482,2021-01-04
4483,2021-01-04
4484,2021-01-04
4485,2021-01-04
4486,2021-01-04
4487,2021-01-04
4488,2021-01-04
4489,2021-01-04
4490,2021-01-04
4491,2021-01-04
4492,2021-01-04
4493,2021-01-04
4494,2021-01-04
4495,2021-01-04
4496,2021-01-04
4497,2021-01-04
4498,2021-01-04
4499,2021-01-04
4500,2021-01-04
4501,2021-01-04
4502,2021-01-04
4503,2021-01-04
4504,2021-01-04
4505,2021-01-04
4506,2021-01-04
4507,2021-01-04
4508,2021-01-04
4509,2021-01-04
4510,2021-01-04
4511,2021-01-04
4512,2021-01-04
4513,2021-01-04
4514,2021-01-04
4515,2021-01-04
4516,2021-01-04
4517,2021-01-04
4518,2021-01-04
4519,2021-01-04
4520,2021-01-04
4521,2021-01-04
4522,2021-01-04
4523,2021-01-04
4524,2021-01-04
4525,2021-01-04
4526,2021-01-04
4527,2021-01-04
4528,2021-01-04
4529,2021-01-04
4530,2021-01-04
4531,2021-01-04
4532,2021-01-04
4533,2021-01-04
4534,2021-01-04
4535,2021-01-04
4536,2021-01-04
4537,2021-01-04
4538,2021-01-04
4539,2021-01-04
4540,2021-01-04
4541,2021-01-04
4542,2021-01-04
4543,2021-01-04
4544,2021-01-04
4545,2021-01-04
4546,2021-01-04
4547,2021-01-04
4548,2021-01-04
4549,2021-01-04
4550,2021-01-04
4551,2021-01-04
4552,2021-01-04
4553,2021-01-04
4554,2021-01-03
4555,2021-01-04
4556,2021-01-04
4557,2021-01-04
4558,2021-01-04
4559,2021-01-04
4560,2021-01-04
4561,2021-01-04
4562,2021-01-03
4563,2021-01-04
4564,2021-01-04
4565,2021-01-04
4566,2021-01-04
4567,2021-01-04
4568,2021-01-04
4569,2021-01-04
4570,2021-01-04
4571,2021-01-04
4572,2021-01-04
4573,2021-01-04
4574,2021-01-04
4575,2021-01-04
4576,2021-01-04
4577,2021-01-04
4578,2021-01-04
4579,2021-01-04
4580,2021-01-04
4581,2021-01-04
4582,2021-01-04
4583,2021-01-04
4584,2021-01-04
4585,2021-01-04
4586,2021-01-04
4587,2021-01-04
4588,2021-01-04
4589,2021-01-04
4590,2021-01-04
4591,2021-01-04
4592,2021-01-04
4593,2021-01-04
4594,2021-01-04
4595,2021-01-04
4596,2021-01-04
4597,2021-01-04
4598,2021-01-04
4599,2021-01-04
4600,2021-01-04
4601,2021-01-04
4602,2021-01-04
4603,2021-01-04
4604,2021-01-04
4605,2021-01-04
4606,2021-01-04
4607,2021-01-04
4608,2021-01-04
4609,2021-01-04
4610,2021-01-04
4611,2021-01-04
4612,2021-01-04
4613,2021-01-04
4614,2021-01-04
4615,2021-01-04
4616,2021-01-04
4617,2021-01-04
4618,2021-01-04
4619,2021-01-04
4620,2021-01-04
4621,2021-01-03
4622,2021-01-03
4623,2021-01-03
4624,2021-01-03
4625,2021-01-03
4626,2021-01-03
4627,2021-01-03
4628,2021-01-03
4629,2021-01-03
4630,2021-01-03
4631,2021-01-03
4632,2021-01-03
4633,2021-01-03
4634,2021-01-03
4635,2021-01-03
4636,2021-01-03
4637,2021-01-03
4638,2021-01-03
4639,2021-01-03
4640,2021-01-03
4641,2021-01-03
4642,2021-01-03
4643,2021-01-03
4644,2021-01-03
4645,2021-01-03
4646,2021-01-03
4647,2021-01-03
4648,2021-01-03
4649,2021-01-03
4650,2021-01-03
4651,2021-01-03
4652,2021-01-03
4653,2021-01-03
4654,2021-01-03
4655,2021-01-03
4656,2021-01-03
4657,2021-01-03
4658,2021-01-03
4659,2021-01-03
4660,2021-01-03
4661,2021-01-03
4662,2021-01-03
4663,2021-01-03
4664,2021-01-03
4665,2021-01-03
4666,2021-01-03
4667,2021-01-03
4668,2021-01-03
4669,2021-01-03
4670,2021-01-03
4671,2021-01-03
4672,2021-01-03
4673,2021-01-03
4674,2021-01-03
4675,2021-01-03
4676,2021-01-03
4677,2021-01-03
4678,2021-01-03
4679,2021-01-03
4680,2021-01-03
4681,2021-01-03
4682,2021-01-03
4683,2021-01-03
4684,2021-01-03
4685,2021-01-03
4686,2021-01-03
4687,2021-01-03
4688,2021-01-03
4689,2021-01-03
4690,2021-01-03
4691,2021-01-03
4692,2021-01-03
4693,2021-01-03
4694,2021-01-03
4695,2021-01-03
4696,2021-01-03
4697,2021-01-03
4698,2021-01-03
4699,2021-01-03
4700,2021-01-03
4701,2021-01-03
4702,2021-01-03
4703,2021-01-03
4704,2021-01-03
4705,2021-01-03
4706,2021-01-03
4707,2021-01-03
4708,2021-01-03
4709,2021-01-03
4710,2021-01-03
4711,2021-01-03
4712,2021-01-03
4713,2021-01-03
4714,2021-01-03
4715,2021-01-03
4716,2021-01-03
4717,2021-01-03
4718,2021-01-03
4719,2021-01-03
4720,2021-01-03
4721,2021-01-03
4722,2021-01-03
4723,2021-01-03
4724,2021-01-03
4725,2021-01-03
4726,2021-01-03
4727,2021-01-03
4728,2021-01-03
4729,2021-01-03
4730,2021-01-03
4731,2021-01-03
4732,2021-01-03
4733,2021-01-03
4734,2021-01-03
4735,2021-01-03
4736,2021-01-03
4737,2021-01-03
4738,2021-01-03
4739,2021-01-03
4740,2021-01-03
4741,2021-01-03
4742,2021-01-03
4743,2021-01-03
4744,2021-01-03
4745,2021-01-03
4746,2021-01-03
4747,2021-01-03
4748,2021-01-03
4749,2021-01-03
4750,2021-01-03
4751,2021-01-03
4752,2021-01-03
4753,2021-01-03
4754,2021-01-02
4755,2021-01-02
4756,2021-01-02
4757,2021-01-03
4758,2021-01-03
4759,2021-01-03
4760,2021-01-03
4761,2021-01-03
4762,2021-01-03
4763,2021-01-03
4764,2021-01-03
4765,2021-01-03
4766,2021-01-03
4767,2021-01-03
4768,2021-01-03
4769,2021-01-03
4770,2021-01-03
4771,2021-01-03
4772,2021-01-03
4773,2021-01-03
4774,2021-01-03
4775,2021-01-03
4776,2021-01-03
4777,2021-01-03
4778,2021-01-03
4779,2021-01-03
4780,2021-01-03
4781,2021-01-03
4782,2021-01-03
4783,2021-01-03
4784,2021-01-03
4785,2021-01-03
4786,2021-01-03
4787,2021-01-03
4788,2021-01-03
4789,2021-01-03
4790,2021-01-03
4791,2021-01-03
4792,2021-01-03
4793,2021-01-03
4794,2021-01-03
4795,2021-01-03
4796,2021-01-03
4797,2021-01-03
4798,2021-01-03
4799,2021-01-03
4800,2021-01-03
4801,2021-01-03
4802,2021-01-03
4803,2021-01-03
4804,2021-01-03
4805,2021-01-03
4806,2021-01-03
4807,2021-01-03
4808,2021-01-03
4809,2021-01-03
4810,2021-01-03
4811,2021-01-03
4812,2021-01-03
4813,2021-01-03
4814,2021-01-03
4815,2021-01-03
4816,2021-01-03
4817,2021-01-03
4818,2021-01-03
4819,2021-01-03
4820,2021-01-03
4821,2021-01-03
4822,2021-01-03
4823,2021-01-03
4824,2021-01-03
4825,2021-01-03
4826,2021-01-03
4827,2021-01-03
4828,2021-01-03
4829,2021-01-03
4830,2021-01-03
4831,2021-01-03
4832,2021-01-03
4833,2021-01-03
4834,2021-01-03
4835,2021-01-03
4836,2021-01-03
4837,2021-01-03
4838,2021-01-03
4839,2021-01-03
4840,2021-01-03
4841,2021-01-03
4842,2021-01-03
4843,2021-01-03
4844,2021-01-03
4845,2021-01-03
4846,2021-01-03
4847,2021-01-03
4848,2021-01-03
4849,2021-01-03
4850,2021-01-03
4851,2021-01-03
4852,2021-01-03
4853,2021-01-03
4854,2021-01-03
4855,2021-01-03
4856,2021-01-03
4857,2021-01-03
4858,2021-01-03
4859,2021-01-03
4860,2021-01-03
4861,2021-01-03
4862,2021-01-03
4863,2021-01-03
4864,2021-01-03
4865,2021-01-03
4866,2021-01-03
4867,2021-01-03
4868,2021-01-03
4869,2021-01-03
4870,2021-01-03
4871,2021-01-03
4872,2021-01-03
4873,2021-01-03
4874,2021-01-03
4875,2021-01-03
4876,2021-01-03
4877,2021-01-03
4878,2021-01-03
4879,2021-01-03
4880,2021-01-03
4881,2021-01-03
4882,2021-01-03
4883,2021-01-03
4884,2021-01-03
4885,2021-01-03
4886,2021-01-03
4887,2021-01-03
4888,2021-01-03
4889,2021-01-03
4890,2021-01-03
4891,2021-01-03
4892,2021-01-03
4893,2021-01-03
4894,2021-01-03
4895,2021-01-03
4896,2021-01-03
4897,2021-01-03
4898,2021-01-03
4899,2021-01-03
4900,2021-01-03
4901,2021-01-03
4902,2021-01-03
4903,2021-01-03
4904,2021-01-03
4905,2021-01-03
4906,2021-01-03
4907,2021-01-03
4908,2021-01-03
4909,2021-01-03
4910,2021-01-03
4911,2021-01-03
4912,2021-01-03
4913,2021-01-03
4914,2021-01-03
4915,2021-01-03
4916,2021-01-03
4917,2021-01-03
4918,2021-01-03
4919,2021-01-03
4920,2021-01-03
4921,2021-01-03
4922,2021-01-03
4923,2021-01-03
4924,2021-01-03
4925,2021-01-03
4926,2021-01-03
4927,2021-01-03
4928,2021-01-03
4929,2021-01-03
4930,2021-01-03
4931,2021-01-03
4932,2021-01-03
4933,2021-01-03
4934,2021-01-03
4935,2021-01-03
4936,2021-01-03
4937,2021-01-03
4938,2021-01-03
4939,2021-01-03
4940,2021-01-03
4941,2021-01-03
4942,2021-01-03
4943,2021-01-03
4944,2021-01-03
4945,2021-01-03
4946,2021-01-03
4947,2021-01-03
4948,2021-01-03
4949,2021-01-03
4950,2021-01-02
4951,2021-01-02
4952,2021-01-01
4953,2021-01-02
4954,2020-12-27
4955,2021-01-01
4956,2020-12-27
4957,2020-12-27
4958,2020-12-27
4959,2021-01-02
4960,2021-01-01
4961,2020-12-27
4962,2021-01-02
4963,2021-01-02
4964,2021-01-02
4965,2021-01-02
4966,2021-01-02
4967,2021-01-02
4968,2021-01-02
4969,2021-01-02
4970,2021-01-02
4971,2021-01-02
4972,2021-01-02
4973,2021-01-02
4974,2021-01-02
4975,2021-01-02
4976,2021-01-02
4977,2021-01-02
4978,2021-01-02
4979,2021-01-02
4980,2021-01-02
4981,2021-01-02
4982,2021-01-02
4983,2021-01-02
4984,2021-01-02
4985,2021-01-02
4986,2021-01-02
4987,2021-01-02
4988,2021-01-02
4989,2021-01-02
4990,2021-01-02
4991,2021-01-02
4992,2021-01-02
4993,2021-01-02
4994,2021-01-02
4995,2021-01-02
4996,2021-01-02
4997,2021-01-02
4998,2021-01-02
4999,2021-01-02
5000,2021-01-02
5001,2021-01-02
5002,2021-01-02
5003,2021-01-02
5004,2021-01-02
5005,2021-01-02
5006,2021-01-02
5007,2021-01-02
5008,2021-01-02
5009,2021-01-02
5010,2021-01-02
5011,2021-01-02
5012,2021-01-02
5013,2021-01-02
5014,2021-01-02
5015,2021-01-02
5016,2021-01-02
5017,2021-01-02
5018,2021-01-02
5019,2021-01-02
5020,2021-01-02
5021,2021-01-02
5022,2021-01-02
5023,2021-01-02
5024,2021-01-02
5025,2021-01-02
5026,2021-01-02
5027,2021-01-02
5028,2021-01-02
5029,2021-01-02
5030,2021-01-02
5031,2021-01-02
5032,2021-01-02
5033,2021-01-02
5034,2021-01-02
5035,2021-01-02
5036,2021-01-02
5037,2021-01-02
5038,2021-01-02
5039,2021-01-02
5040,2021-01-02
5041,2021-01-02
5042,2021-01-02
5043,2021-01-02
5044,2021-01-02
5045,2021-01-02
5046,2021-01-02
5047,2021-01-02
5048,2021-01-02
5049,2021-01-02
5050,2021-01-02
5051,2021-01-02
5052,2021-01-02
5053,2021-01-02
5054,2021-01-02
5055,2021-01-02
5056,2021-01-02
5057,2021-01-02
5058,2021-01-02
5059,2021-01-02
5060,2021-01-02
5061,2021-01-02
5062,2021-01-02
5063,2021-01-02
5064,2021-01-02
5065,2021-01-02
5066,2021-01-02
5067,2021-01-02
5068,2021-01-02
5069,2021-01-02
5070,2021-01-02
5071,2021-01-02
5072,2020-12-27
5073,2021-01-02
5074,2021-01-02
5075,2020-12-19
5076,2020-12-25
5077,2021-01-02
